EMPLID,NAME,FIRM,PROJECT_ID,WORK_DATE,TRC,HOURS,BILL_RATE,TOTAL_COST
C50024,Consultant_25,Consulting_Firm_15,PRJ-1027,05-01-2026,REG,7.1,275,1952.5
C50165,Consultant_166,Consulting_Firm_8,PRJ-1049,05-01-2026,REG,7.2,185,1332
C50030,Consultant_31,Consulting_Firm_15,PRJ-1001,05-01-2026,REG,6,450,2700
C50084,Consultant_85,Consulting_Firm_9,PRJ-1036,05-01-2026,REG,5.7,185,1054.5
C50104,Consultant_105,Consulting_Firm_8,PRJ-1016,05-01-2026,OT,10.4,150,2340
C50177,Consultant_178,Consulting_Firm_5,PRJ-1037,05-01-2026,REG,6,275,1650
C50053,Consultant_54,Consulting_Firm_3,PRJ-1084,05-01-2026,REG,5.6,350,1960
C50108,Consultant_109,Consulting_Firm_13,PRJ-1040,05-01-2026,REG,7,450,3150
C50213,Consultant_214,Consulting_Firm_10,PRJ-1106,05-01-2026,REG,5.5,150,825
C50117,Consultant_118,Consulting_Firm_14,PRJ-1046,05-01-2026,REG,5.8,185,1073
C50150,Consultant_151,Consulting_Firm_3,PRJ-1055,05-01-2026,REG,6.2,225,1395
C50132,Consultant_133,Consulting_Firm_1,PRJ-1045,05-01-2026,OT,11.2,185,3108
C50005,Consultant_6,Consulting_Firm_8,PRJ-1105,05-01-2026,REG,6.3,185,1165.5
C50139,Consultant_140,Consulting_Firm_2,PRJ-1068,05-01-2026,REG,7.3,350,2555
C50157,Consultant_158,Consulting_Firm_4,PRJ-1031,05-01-2026,OT,8.5,350,4462.5
C50107,Consultant_108,Consulting_Firm_6,PRJ-1086,05-01-2026,REG,4.3,225,967.5
C50249,Consultant_250,Consulting_Firm_12,PRJ-1113,05-01-2026,OT,9.3,450,6277.5
C50244,Consultant_245,Consulting_Firm_14,PRJ-1094,05-01-2026,REG,4.9,185,906.5
C50013,Consultant_14,Consulting_Firm_12,PRJ-1025,05-01-2026,OT,8.8,350,4620
C50186,Consultant_187,Consulting_Firm_8,PRJ-1069,05-01-2026,REG,4.8,150,720
C50197,Consultant_198,Consulting_Firm_9,PRJ-1000,05-01-2026,REG,6.9,185,1276.5
C50197,Consultant_198,Consulting_Firm_9,PRJ-1003,05-01-2026,OT,10.1,185,2802.75
C50236,Consultant_237,Consulting_Firm_14,PRJ-1037,05-01-2026,REG,5.6,275,1540
C50249,Consultant_250,Consulting_Firm_12,PRJ-1001,05-01-2026,REG,4.7,450,2115
C50183,Consultant_184,Consulting_Firm_13,PRJ-1078,05-01-2026,OT,10.1,275,4166.25
C50087,Consultant_88,Consulting_Firm_13,PRJ-1104,05-01-2026,REG,5.9,225,1327.5
C50219,Consultant_220,Consulting_Firm_15,PRJ-1004,05-01-2026,REG,5.8,350,2030
C50124,Consultant_125,Consulting_Firm_6,PRJ-1061,05-01-2026,REG,6.3,450,2835
C50091,Consultant_92,Consulting_Firm_15,PRJ-1066,05-01-2026,REG,4.7,350,1645
C50137,Consultant_138,Consulting_Firm_3,PRJ-1106,05-01-2026,REG,7,225,1575
C50203,Consultant_204,Consulting_Firm_7,PRJ-1032,05-01-2026,REG,7.6,275,2090
C50133,Consultant_134,Consulting_Firm_5,PRJ-1000,05-01-2026,REG,6.3,150,945
C50127,Consultant_128,Consulting_Firm_11,PRJ-1034,05-01-2026,REG,7,150,1050
C50229,Consultant_230,Consulting_Firm_1,PRJ-1036,05-01-2026,REG,6.2,185,1147
C50236,Consultant_237,Consulting_Firm_14,PRJ-1075,05-01-2026,REG,6.6,275,1815
C50215,Consultant_216,Consulting_Firm_1,PRJ-1014,05-01-2026,REG,5.8,185,1073
C50194,Consultant_195,Consulting_Firm_3,PRJ-1055,05-01-2026,REG,4.2,275,1155
C50049,Consultant_50,Consulting_Firm_4,PRJ-1111,05-01-2026,REG,7.1,450,3195
C50035,Consultant_36,Consulting_Firm_9,PRJ-1068,05-01-2026,REG,5.5,150,825
C50112,Consultant_113,Consulting_Firm_12,PRJ-1032,05-01-2026,REG,5.9,150,885
C50121,Consultant_122,Consulting_Firm_13,PRJ-1048,05-01-2026,REG,6.4,450,2880
C50036,Consultant_37,Consulting_Firm_2,PRJ-1004,05-01-2026,REG,7.7,450,3465
C50095,Consultant_96,Consulting_Firm_8,PRJ-1101,05-01-2026,REG,5.5,225,1237.5
C50213,Consultant_214,Consulting_Firm_10,PRJ-1032,05-01-2026,REG,7,150,1050
C50226,Consultant_227,Consulting_Firm_12,PRJ-1087,05-01-2026,REG,4.3,150,645
C50051,Consultant_52,Consulting_Firm_2,PRJ-1054,05-01-2026,REG,6.5,150,975
C50190,Consultant_191,Consulting_Firm_15,PRJ-1049,05-01-2026,REG,7.1,275,1952.5
C50101,Consultant_102,Consulting_Firm_10,PRJ-1037,05-01-2026,REG,5.2,225,1170
C50210,Consultant_211,Consulting_Firm_2,PRJ-1073,05-01-2026,REG,7.3,275,2007.5
C50004,Consultant_5,Consulting_Firm_14,PRJ-1082,05-01-2026,OT,9.3,275,3836.25
C50215,Consultant_216,Consulting_Firm_1,PRJ-1082,05-01-2026,REG,6.5,185,1202.5
C50132,Consultant_133,Consulting_Firm_1,PRJ-1082,05-01-2026,REG,5.1,185,943.5
C50129,Consultant_130,Consulting_Firm_1,PRJ-1064,05-01-2026,REG,5.5,350,1925
C50129,Consultant_130,Consulting_Firm_1,PRJ-1011,05-01-2026,REG,5.6,350,1960
C50007,Consultant_8,Consulting_Firm_3,PRJ-1025,05-01-2026,REG,4.6,150,690
C50153,Consultant_154,Consulting_Firm_13,PRJ-1065,05-01-2026,REG,4.1,225,922.5
C50066,Consultant_67,Consulting_Firm_3,PRJ-1027,05-01-2026,OT,11.8,185,3274.5
C50192,Consultant_193,Consulting_Firm_2,PRJ-1001,05-01-2026,REG,7,185,1295
C50245,Consultant_246,Consulting_Firm_13,PRJ-1025,05-01-2026,REG,7,350,2450
C50118,Consultant_119,Consulting_Firm_1,PRJ-1054,05-01-2026,REG,6,450,2700
C50198,Consultant_199,Consulting_Firm_13,PRJ-1073,05-01-2026,REG,4.9,225,1102.5
C50137,Consultant_138,Consulting_Firm_3,PRJ-1096,05-01-2026,OT,8.6,225,2902.5
C50131,Consultant_132,Consulting_Firm_9,PRJ-1094,05-01-2026,REG,6.2,185,1147
C50205,Consultant_206,Consulting_Firm_14,PRJ-1004,05-01-2026,OT,11.8,150,2655
C50243,Consultant_244,Consulting_Firm_13,PRJ-1107,05-01-2026,OT,8.8,225,2970
C50078,Consultant_79,Consulting_Firm_2,PRJ-1075,05-01-2026,REG,6.7,275,1842.5
C50077,Consultant_78,Consulting_Firm_15,PRJ-1024,05-01-2026,REG,5.6,275,1540
C50026,Consultant_27,Consulting_Firm_11,PRJ-1086,05-01-2026,REG,7.1,350,2485
C50007,Consultant_8,Consulting_Firm_3,PRJ-1107,05-01-2026,REG,7.5,150,1125
C50138,Consultant_139,Consulting_Firm_1,PRJ-1004,05-01-2026,REG,5.5,150,825
C50127,Consultant_128,Consulting_Firm_11,PRJ-1058,05-01-2026,REG,5.4,150,810
C50012,Consultant_13,Consulting_Firm_5,PRJ-1055,05-01-2026,REG,4.9,225,1102.5
